,mean_test_score,std_test_score,mean_score_time,std_score_time,params,model
0,0.8285577841451767,0.017651758128217215,0.0016513347625732421,3.258560145063103e-05,"{'learning_rate': 0.1363792431986001, 'loss': 'exponential', 'max_depth': 4, 'min_samples_split': 2, 'n_estimators': 16}",gb
1,0.828080229226361,0.020339179558216857,0.0019044876098632812,5.240720215563346e-05,"{'learning_rate': 0.4120285025196441, 'loss': 'exponential', 'max_depth': 1, 'min_samples_split': 8, 'n_estimators': 55}",gb
2,0.8276026743075454,0.020242053007493637,0.0019863605499267577,5.550732716391221e-05,"{'learning_rate': 0.3470660182777056, 'loss': 'exponential', 'max_depth': 1, 'min_samples_split': 6, 'n_estimators': 66}",gb
3,0.8273638968481375,0.020753196629573784,0.00439605712890625,0.0052203767887241655,"{'learning_rate': 0.3612810400263037, 'loss': 'exponential', 'max_depth': 1, 'min_samples_split': 6, 'n_estimators': 66}",gb
4,0.8271251193887297,0.01724420869353651,0.004037380218505859,0.0006462896468193435,"{'learning_rate': 0.06850492688946822, 'loss': 'deviance', 'max_depth': 5, 'min_samples_split': 9, 'n_estimators': 55}",gb
5,0.826647564469914,0.015486301693551112,0.002679300308227539,5.312967462825804e-05,"{'learning_rate': 0.238306593433965, 'loss': 'exponential', 'max_depth': 4, 'min_samples_split': 3, 'n_estimators': 71}",gb
6,0.8261700095510984,0.020617018484681105,0.001943206787109375,5.0315381540246325e-05,"{'learning_rate': 0.40515374164538864, 'loss': 'exponential', 'max_depth': 4, 'min_samples_split': 4, 'n_estimators': 37}",gb
7,0.8254536771728749,0.01525728354249662,0.002393960952758789,0.00015124662815048162,"{'learning_rate': 0.2094682711843672, 'loss': 'exponential', 'max_depth': 5, 'min_samples_split': 4, 'n_estimators': 41}",gb
8,0.8254536771728749,0.021260560776291116,0.004647016525268555,0.00357655487265658,"{'learning_rate': 0.16597150845869124, 'loss': 'exponential', 'max_depth': 1, 'min_samples_split': 5, 'n_estimators': 70}",gb
9,0.8252148997134671,0.017882081068744424,0.0038428306579589844,0.00010411649539368864,"{'learning_rate': 0.11531712498230304, 'loss': 'exponential', 'max_depth': 7, 'min_samples_split': 2, 'n_estimators': 53}",gb
10,0.8249761222540593,0.015917061926417717,0.0021964073181152343,7.409880671794717e-05,"{'learning_rate': 0.2270566202470309, 'loss': 'deviance', 'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 37}",gb
11,0.8247373447946514,0.009753491108901943,0.006140661239624023,0.000482836613434625,"{'learning_rate': 0.5620361690952138, 'loss': 'exponential', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 61}",gb
12,0.8244985673352435,0.015753190612443423,0.002962064743041992,7.091426284412031e-05,"{'learning_rate': 0.09200742780395739, 'loss': 'deviance', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 45}",gb
13,0.8240210124164279,0.0209997702471946,0.001842641830444336,4.823805927036736e-05,"{'learning_rate': 0.4031345685536652, 'loss': 'deviance', 'max_depth': 2, 'min_samples_split': 8, 'n_estimators': 28}",gb
14,0.8230659025787965,0.01173876204056007,0.00476531982421875,0.00014719302715914844,"{'learning_rate': 0.21852757019517255, 'loss': 'deviance', 'max_depth': 9, 'min_samples_split': 6, 'n_estimators': 71}",gb
15,0.8230659025787965,0.018260726167997697,0.0023738861083984373,7.613708344582902e-05,"{'learning_rate': 0.1722908438949338, 'loss': 'exponential', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 30}",gb
16,0.8218720152817574,0.009408140344143213,0.008998394012451172,0.0012053940576166042,"{'learning_rate': 0.3820298987302364, 'loss': 'exponential', 'max_depth': 8, 'min_samples_split': 3, 'n_estimators': 64}",gb
17,0.8211556829035339,0.012445017484351461,0.002888393402099609,0.0006590360895127957,"{'learning_rate': 0.3073799210471541, 'loss': 'exponential', 'max_depth': 8, 'min_samples_split': 4, 'n_estimators': 22}",gb
18,0.8211556829035339,0.016209130452564367,0.0031105995178222655,6.692174660041179e-05,"{'learning_rate': 0.013241319570148787, 'loss': 'deviance', 'max_depth': 4, 'min_samples_split': 2, 'n_estimators': 31}",gb
19,0.8209169054441261,0.015096330623587565,0.001516580581665039,6.572625557453124e-05,"{'learning_rate': 0.35879012288277545, 'loss': 'exponential', 'max_depth': 6, 'min_samples_split': 3, 'n_estimators': 8}",gb
20,0.8206781279847183,0.017742944805462228,0.009886884689331054,0.006839465197372915,"{'learning_rate': 0.13105619156726409, 'loss': 'exponential', 'max_depth': 8, 'min_samples_split': 2, 'n_estimators': 35}",gb
21,0.8206781279847183,0.019942815978323973,0.0020789146423339845,1.969377872892979e-05,"{'learning_rate': 0.14445647214366047, 'loss': 'deviance', 'max_depth': 1, 'min_samples_split': 8, 'n_estimators': 67}",gb
22,0.8204393505253104,0.01174212415321876,0.002363252639770508,3.186556848294728e-05,"{'learning_rate': 0.2614526534886051, 'loss': 'deviance', 'max_depth': 3, 'min_samples_split': 4, 'n_estimators': 66}",gb
23,0.8204393505253104,0.013641534313973866,0.003907585144042968,8.1504234287566e-05,"{'learning_rate': 0.08807820833130223, 'loss': 'exponential', 'max_depth': 9, 'min_samples_split': 9, 'n_estimators': 46}",gb
24,0.8199617956064947,0.01537147020306145,0.003937625885009765,0.00040038118604802356,"{'learning_rate': 0.3035553310552065, 'loss': 'exponential', 'max_depth': 4, 'min_samples_split': 9, 'n_estimators': 56}",gb
