"","Human","CLUMP","FEATURE","MAXIMA","MEDIAL","SHAPE","SHAPE.angularity","SHAPE.angularity.amplitude","SHAPE.angularity.count","SHAPE.angularity.max","SHAPE.angularity.mean","SHAPE.angularity.median","SHAPE.angularity.mid","SHAPE.angularity.min","SHAPE.angularity.stdev","SHAPE.angularity.variation","SHAPE.area","SHAPE.aspectRatio","SHAPE.circularity","SHAPE.curvature","SHAPE.feret","SHAPE.feret.max","SHAPE.feret.min","SHAPE.length","SHAPE.morphology","SHAPE.orientation","SHAPE.perimeter","SHAPE.pole","SHAPE.roundness","SHAPE.sinuosity","SHAPE.solidity","SHAPE.width","SHAPE.width.amplitude","SHAPE.width.count","SHAPE.width.max","SHAPE.width.mean","SHAPE.width.median","SHAPE.width.mid","SHAPE.width.min","SHAPE.width.stdev","SHAPE.width.variation","EXPERIMENT"
"30","0",1,0,1,1,1,0.021362616,0.062991746,5,0.050761092,0.021362616,0.012230656,0.010824819,0,0.020312663,0.95085096,1.0258393,2.4959776,0.74023265,0.045286506,1.7798371,1.7798371,0.7130822,1.7331702,1,17.96312,4.173116,2,0.41231486,1.0005375,0.99751455,0.6587226,0.05552268,15,0.6718652,0.6587226,0.66212136,0.66339916,0.61634254,0.014387137,0.021840965,"A1"
"31","9",1,1,3,1,1,0.040717304,0.27006555,162,0.15931468,0.040717304,0.032351665,0.010712148,0,0.03764969,0.92466074,7.5659294,5.612549,0.13513993,0.06708341,12.39576,12.39576,2.2085795,12.896766,1,66.38145,26.524319,2,0.06269402,1.0456337,0.42126903,0.59377015,0.40203512,170,0.8188342,0.59377015,0.58929265,0.5054513,0.41679907,0.12309814,0.20731616,"A1"
"32","0",1,0,1,1,1,0.13116035,0.33980092,40,0.38979587,0.13116035,0.113571785,0.08767135,0.049994938,0.089291595,0.6807819,2.9306393,3.2062962,0.43916002,0.32605827,4.018146,4.018146,1.2532048,4.2378764,1,122.856575,9.157454,2,0.23111126,1.0988396,0.76449424,0.7417175,0.5605779,50,1.006597,0.7417175,0.7449571,0.8250188,0.4460191,0.18483527,0.249199,"A1"
"33","0",1,0,1,1,1,0.034060266,0.21065399,69,0.1173814,0.034060266,0.027719859,0.040138654,0,0.029617012,0.8695473,2.9302335,7.6503034,0.24088927,0.057677474,5.8973308,5.8973308,0.77086234,5.9054637,1,56.51979,12.3636675,2,0.10727571,1.0067332,0.8266453,0.5073484,0.14610165,75,0.56624335,0.5073484,0.5092701,0.5576342,0.4201417,0.027309794,0.053828478,"A1"
"34","0",1,0,0,1,1,0.07383732,0.2480083,13,0.14654373,0.07383732,0.07370509,0.10146457,0.011613513,0.040265895,0.5453326,1.1905291,2.9564147,0.6053938,0.04527814,2.1498609,2.1498609,0.72718513,2.108412,1,51.94727,4.9711394,2,0.32796648,1.003663,0.9624139,0.5947784,0.09976894,21,0.65459996,0.5947784,0.58963484,0.58963484,0.554831,0.03047896,0.051244225,"A1"
"35","0",1,1,3,1,1,0.06147409,0.40168372,68,0.29344,0.06147409,0.047243156,0,0,0.06292373,1.0235814,3.493041,6.5883503,0.27255318,0.00524581,5.995146,5.995146,0.90996164,5.9917197,1,28.099306,12.69057,2,0.12374119,1.010063,0.79488885,0.59840894,0.38670424,76,0.84765494,0.59840894,0.5601689,0.53009677,0.4609507,0.11023479,0.18421313,"A1"
"36","0",1,0,2,1,1,0.061730713,0.3405254,84,0.18430565,0.061730713,0.045749236,0,0,0.050965555,0.825611,4.903163,5.7657065,0.2544869,0.07771677,7.363183,7.363183,1.2770652,7.4407973,1,49.602234,15.560029,2,0.1151477,1.0190978,0.69176763,0.68185854,0.52924657,94,0.9698184,0.68185854,0.6684149,0.669689,0.44057184,0.13360566,0.19594336,"A1"
"37","9",1,1,2,1,1,0.04848508,0.29125205,143,0.1605527,0.04848508,0.040167127,0.09083128,0,0.03772597,0.7780944,7.0847516,5.0902934,0.1583775,0.09666739,11.041718,11.041718,2.1691713,11.4860735,1,170.78374,23.709398,2,0.073988035,1.0477107,0.44525132,0.6269353,0.37442234,151,0.8370802,0.6269353,0.608571,0.608571,0.46265784,0.08676291,0.13839214,"A1"
"38","9",1,1,2,1,1,0.047751836,0.40204203,133,0.26157066,0.047751836,0.041726783,0.08805071,0,0.04043432,0.84675944,6.145766,6.618902,0.15590064,0.07579009,10.548137,10.548137,1.5936384,10.72571,1,61.712315,22.25712,2,0.070329025,1.027272,0.51037735,0.57954407,0.38960338,141,0.858093,0.57954407,0.5582834,0.5087166,0.46848965,0.07382102,0.12737776,"A1"
"39","0",1,1,0,1,1,0.086001046,0.13054064,19,0.14828566,0.086001046,0.08578583,0.12428432,0.01774501,0.043394547,0.50458163,0.9837769,3.2784226,0.4893272,0.37595442,2.261692,2.261692,0.68987197,2.234452,1,70.08696,5.0263596,2,0.2448724,1.0267282,0.83590734,0.4595667,0.041172743,25,0.4833052,0.4595667,0.45866647,0.44503012,0.44213244,0.012600915,0.02741912,"A1"
"40","0",1,0,0,1,1,0.67964536,0.048691384,4,0.7037694,0.67964536,0.679867,0.66899806,0.655078,0.021770714,0.03203246,2.7717614,1.3331026,0.78597814,0.84952694,2.323978,2.323978,1.7432852,2.4651508,1,97.16758,6.6569858,2,0.65343434,1.2038916,0.9080976,1.1735934,0.7956987,22,1.422969,1.1735934,1.2905586,1.3787804,0.6272703,0.2486398,0.21186198,"A1"
"41","9",1,1,4,1,1,0.07161133,0.54521513,168,0.41080186,0.07161133,0.049989585,0.041066825,0,0.076845296,1.0730885,7.544893,3.7836173,0.1264304,0.09581655,11.995705,11.995705,3.1704328,13.329562,1,97.155075,27.384556,2,0.06675929,1.1145833,0.34722587,0.5720147,0.18622497,176,0.66824496,0.5720147,0.577983,0.6301822,0.48202,0.03704126,0.06475579,"B1"
"42","9",1,1,3,1,1,0.051770993,0.29455137,151,0.15925871,0.051770993,0.045265883,0.045124553,0,0.039028484,0.7538678,6.402684,9.37902,0.13247102,0.03668693,11.96905,11.96905,1.2761515,12.025411,1,119.78257,24.644814,2,0.056905314,1.0101976,0.5973685,0.5399541,0.15337113,159,0.61886656,0.5399541,0.546168,0.5347066,0.46549544,0.032515973,0.06021988,"B1"
"43","9",1,1,5,1,1,0.048783716,0.37070596,225,0.23246785,0.048783716,0.03676339,0.01309796,0,0.045850832,0.93987983,9.854018,3.3785827,0.09978059,0.10348005,14.838782,14.838782,4.392014,17.296532,1,27.780254,35.228046,2,0.05698059,1.1809154,0.24423073,0.5750594,0.20568162,233,0.6932668,0.5750594,0.5744089,0.57985735,0.4875852,0.03751249,0.06523237,"B1"
"44","9",1,1,5,1,1,0.027254932,0.17902572,249,0.099151775,0.027254932,0.025967762,0.026756594,0,0.021113122,0.77465326,11.083232,15.299945,0.09206139,0.000466,19.079823,19.079823,1.2470517,19.129776,1,137.61913,38.8955,2,0.038763933,1.0055162,0.60815823,0.5843862,0.13034004,257,0.6396756,0.5843862,0.58825636,0.63716364,0.5093356,0.033606645,0.057507597,"B1"
"45","9",1,0,5,1,1,0.032882556,0.19227605,217,0.1178249,0.032882556,0.02823433,0.017757285,0,0.026211208,0.79711586,9.19674,10.597461,0.099407844,0.022098374,16.63231,16.63231,1.5694621,16.749447,1,127.0617,34.096638,2,0.042329077,1.0084429,0.5325978,0.55407006,0.1562441,225,0.61326665,0.55407006,0.55875593,0.5800745,0.45702255,0.028903412,0.052165624,"B1"
"46","9",1,1,3,1,1,0.047978304,0.32989866,177,0.22005655,0.047978304,0.04316373,0,0,0.04232552,0.8821804,7.079883,6.3908553,0.11137204,0.03698353,13.383842,13.383842,2.0942178,13.876495,1,106.6679,28.263758,2,0.050323933,1.0399348,0.40547624,0.517134,0.1624018,185,0.6140958,0.517134,0.51591086,0.504207,0.451694,0.04059133,0.07849286,"B1"
"47","9",1,0,4,1,1,0.036380515,0.24127077,158,0.15589415,0.036380515,0.027459063,0.027767131,0,0.034046415,0.93584204,6.667839,5.199741,0.12873673,0.083991334,11.963408,11.963408,2.3007703,12.4986315,1,148.79683,25.512102,2,0.059317846,1.0526264,0.3938592,0.54152143,0.16509095,166,0.61728275,0.54152143,0.5381004,0.5298032,0.4521918,0.043418366,0.080178484,"B1"
"48","9",1,0,2,1,1,0.035473835,0.2385718,185,0.15300088,0.035473835,0.030004172,0.030004172,0,0.03170825,0.893849,8.832712,7.328973,0.12529074,0.040053137,14.150893,14.150893,1.9308153,14.516529,1,2.3679495,29.764082,2,0.056161217,1.0317249,0.48681948,0.6147703,0.24114186,193,0.76347655,0.6147703,0.6078392,0.6596711,0.5223347,0.057577714,0.093657285,"A2"
"49","9",1,1,2,1,1,0.05921381,0.37973568,85,0.30725405,0.05921381,0.044653703,0.07248163,0,0.06336398,1.0700878,4.2663126,4.9543757,0.22797309,0.09561743,7.1105895,7.1105895,1.4352142,7.2957144,1,106.15279,15.335201,2,0.10743643,1.0406239,0.6147234,0.5949764,0.21204686,93,0.7210114,0.5949764,0.59615064,0.5118459,0.50896454,0.052785404,0.08871848,"A2"
"50","9",1,0,2,1,1,0.060998317,0.47682893,158,0.33833513,0.060998317,0.043353204,0.022938466,0,0.06633884,1.087552,8.065851,3.5419912,0.15282194,0.12846953,11.121151,11.121151,3.139802,12.552755,1,19.488483,25.753553,2,0.083034925,1.1395534,0.36136755,0.65407425,0.2966355,166,0.8416234,0.65407425,0.64741576,0.6501235,0.5449879,0.066549376,0.1017459,"A2"
"51","9",1,0,2,1,1,0.09991131,0.47946605,50,0.2949984,0.09991131,0.08378601,0.16394828,0,0.0739219,0.73987514,3.5315027,4.2869196,0.38121015,0.09420019,4.9932256,4.9932256,1.1647583,5.054859,1,110.78941,10.789529,2,0.18034633,1.0146066,0.82367194,0.7401342,0.30499774,60,0.85959715,0.7401342,0.8001108,0.8555656,0.5545994,0.10475046,0.14152902,"A2"
