"","Human","CLUMP","FEATURE","MAXIMA","MEDIAL","SHAPE","SHAPE.angularity","SHAPE.angularity.amplitude","SHAPE.angularity.count","SHAPE.angularity.max","SHAPE.angularity.mean","SHAPE.angularity.median","SHAPE.angularity.mid","SHAPE.angularity.min","SHAPE.angularity.stdev","SHAPE.angularity.variation","SHAPE.area","SHAPE.aspectRatio","SHAPE.circularity","SHAPE.curvature","SHAPE.feret","SHAPE.feret.max","SHAPE.feret.min","SHAPE.length","SHAPE.morphology","SHAPE.orientation","SHAPE.perimeter","SHAPE.pole","SHAPE.roundness","SHAPE.sinuosity","SHAPE.solidity","SHAPE.width","SHAPE.width.amplitude","SHAPE.width.count","SHAPE.width.max","SHAPE.width.mean","SHAPE.width.median","SHAPE.width.mid","SHAPE.width.min","SHAPE.width.stdev","SHAPE.width.variation","EXPERIMENT"
"205","9",1,2,2,1,1,0.046988387,0.33101675,151,0.1880245,0.046988387,0.034229003,0.083320715,0,0.043930087,0.9349137,7.1847196,6.5779676,0.14697321,0.06704874,11.829174,11.829174,1.7983023,12.070089,1,10.838765,24.785105,2,0.06537491,1.0283262,0.4999887,0.60417897,0.17057389,159,0.68643665,0.60417897,0.5996467,0.6159672,0.51586276,0.039310064,0.06506361,"B3"
"206","0",1,0,3,1,1,0.13764104,0.54241776,79,0.29790062,0.13764104,0.12779997,0.24451718,0,0.08601604,0.62493014,5.347664,6.031529,0.29330933,0.023474166,7.0283155,7.0283155,1.1652627,7.135304,1,153.81563,15.136451,2,0.13783887,1.0211734,0.78753,0.7779139,0.49976522,89,1.0365049,0.7779139,0.7442395,0.6132935,0.53673965,0.1545765,0.19870642,"B3"
"207","0",1,0,0,1,1,0.07392952,0.25353852,24,0.15736556,0.07392952,0.074330285,0.050145324,0,0.048454132,0.6554098,2.8900273,2.900557,0.6332579,0.017145475,3.393877,3.393877,1.1700777,3.4040442,1,177.74394,7.5729585,2,0.31946248,1.0027264,0.9785156,0.95046973,0.5730762,38,1.1222825,0.95046973,1.0297271,1.032924,0.5492063,0.15604997,0.16418193,"B3"
"208","0",1,0,1,1,1,0.09538534,0.30954584,19,0.24452083,0.09538534,0.06502501,0.052098807,0,0.08676603,0.9096369,1.3763463,3.0682344,0.5420593,0.18827829,2.501548,2.501548,0.8153054,2.5133686,1,136.8052,5.6486597,2,0.28004006,1.0173038,0.8968909,0.58664405,0.21807379,27,0.70417017,0.58664405,0.57124805,0.57124805,0.48609638,0.08178053,0.13940401,"B3"
"209","0",1,0,0,1,1,0.032987803,0.15981734,40,0.08395731,0.032987803,0.02702285,0.026370134,0,0.023478292,0.7117264,1.9755058,5.313161,0.375651,0.039639823,3.8545551,3.8545551,0.72547305,3.785295,1,160.0896,8.129275,2,0.16929336,1.0020016,0.9270429,0.54518235,0.22644228,46,0.6684648,0.54518235,0.5199436,0.51251084,0.4420225,0.085586555,0.15698703,"B3"
"210","0",1,0,0,1,1,0.020258214,0.08104384,12,0.049445156,0.020258214,0.023788463,0.024685709,0,0.017332397,0.8555738,1.1137679,2.9121368,0.6437993,0.018278979,2.0648425,2.0648425,0.7090472,2.0417376,1,115.05645,4.6625876,2,0.3326067,1.000364,0.9970943,0.60441285,0.1291272,20,0.65524566,0.60441285,0.6101555,0.6415642,0.52611846,0.04202823,0.06953563,"B3"
"211","0",1,1,2,1,1,0.11292117,0.7856029,61,0.4809733,0.11292117,0.06510718,0.063211344,0,0.115852386,1.0259581,3.6438046,4.572881,0.30864614,0.06701491,5.6283393,5.6283393,1.230808,5.712873,1,166.68648,12.180134,2,0.14645517,1.0209147,0.7084306,0.66221464,0.39662603,71,0.8725714,0.66221464,0.67047894,0.4944844,0.47594538,0.11548695,0.17439504,"B3"
"212","0",1,0,0,1,1,0.031242238,0.16531248,19,0.087742515,0.031242238,0.018812196,0,0,0.030236086,0.96779513,0.8967917,4.3289723,0.47520724,0.034880083,2.2058964,2.2058964,0.5095659,2.190339,1,42.900772,4.869778,2,0.23465587,1.0009551,0.9580444,0.42829865,0.047731727,25,0.45668316,0.42829865,0.42313516,0.42313516,0.40895143,0.01380963,0.03224299,"B3"
"213","0",1,1,1,1,1,0.050834805,0.16968462,37,0.13452911,0.050834805,0.0351555,0.028483927,0,0.04115341,0.80955184,1.5290574,4.682705,0.3261976,0.1819007,3.5450554,3.5450554,0.7570529,3.5999951,1,63.845997,7.674966,2,0.15491301,1.0231305,0.76951975,0.43901488,0.061737567,43,0.46761423,0.43901488,0.44311878,0.41604954,0.40587667,0.01885505,0.042948548,"B3"
"214","9",1,0,3,1,1,0.030451844,0.15895097,107,0.09859727,0.030451844,0.030974893,0.041680858,0,0.023040019,0.7566051,5.3467917,9.980408,0.19641429,0.005977686,8.9230795,8.9230795,0.8940596,8.933703,1,58.403202,18.495455,2,0.08550154,1.0034041,0.8258236,0.61105335,0.11969274,115,0.6602654,0.61105335,0.61409324,0.644253,0.54057264,0.030972237,0.05068663,"B3"
"215","9",1,0,2,1,1,0.047484793,0.22624288,78,0.13202552,0.047484793,0.043956045,0.06144123,0,0.035038166,0.73788184,4.149325,5.0366664,0.25447643,0.11396081,6.691048,6.691048,1.3284676,6.815774,1,48.906273,14.314292,2,0.11800469,1.0230632,0.66019416,0.6259555,0.23094472,86,0.7066186,0.6259555,0.6400051,0.6941192,0.47567388,0.06403601,0.102301225,"B3"
"216","9",1,0,2,1,1,0.03742207,0.19772665,75,0.11871639,0.03742207,0.033045895,0.038415737,0,0.029298052,0.78290844,3.764687,7.9097767,0.25251245,0.015948392,6.6000094,6.6000094,0.83441156,6.5439706,1,32.833393,13.687621,2,0.11003983,1.0034665,0.84350544,0.5917455,0.2350443,83,0.73424214,0.5917455,0.5710893,0.57790357,0.49919784,0.06240838,0.1054649,"B3"
"217","9",1,1,2,1,1,0.057844024,0.23858148,61,0.13894984,0.057844024,0.057380054,0.057380054,0,0.035158284,0.60781187,3.3359177,6.137128,0.29826424,0.06619368,5.606151,5.606151,0.91348124,5.601084,1,73.30257,11.855285,2,0.13514373,1.0108975,0.8280605,0.614426,0.10809988,69,0.6613909,0.614426,0.61271286,0.5880033,0.553291,0.03097965,0.05042047,"B3"
"218","9",1,0,2,1,1,0.045477036,0.27039963,52,0.18421139,0.045477036,0.031038431,0.1465221,0,0.04928138,1.0836542,2.9380233,5.215884,0.33789915,0.09314284,4.9072013,4.9072013,0.94081867,4.912579,1,29.03681,10.452953,2,0.15534511,1.0084213,0.83652157,0.6229661,0.17316103,60,0.70171726,0.6229661,0.62230957,0.6358825,0.5285562,0.0525389,0.0843367,"B3"
"219","9",1,0,2,1,1,0.058566056,0.33922166,86,0.22901091,0.058566056,0.03967775,0.010492509,0,0.054625273,0.93271214,4.099706,6.026442,0.22356573,0.082334064,7.2569766,7.2569766,1.2041893,7.337487,1,122.82067,15.180242,2,0.09911774,1.0177052,0.6861327,0.57645553,0.24649674,94,0.6953573,0.57645553,0.5620322,0.6909746,0.4488606,0.07053689,0.12236311,"B3"
"220","9",1,0,2,1,1,0.03631175,0.196024,105,0.12825857,0.03631175,0.031873226,0.06739491,0,0.026907466,0.7410127,5.2843523,8.9725,0.20093024,0.030231208,8.766903,8.766903,0.9770859,8.777214,1,62.085148,18.179342,2,0.0875406,1.0078273,0.7549383,0.61744565,0.30879372,113,0.8392585,0.61744565,0.60645926,0.60397625,0.53046477,0.06961959,0.11275419,"B3"
"221","9",1,0,2,1,1,0.07715757,0.3901271,91,0.26252925,0.07715757,0.057393152,0.017668111,0,0.06686392,0.8665892,4.692009,4.973468,0.22455963,0.15428182,7.292313,7.292313,1.4662431,7.7117414,1,161.11952,16.203861,2,0.11234101,1.0983353,0.5322827,0.6206857,0.34428695,99,0.8245442,0.6206857,0.5857666,0.6023046,0.48025724,0.090879,0.1464171,"B3"
"222","9",1,0,2,1,1,0.050032835,0.352145,108,0.20666099,0.050032835,0.040892392,0.07705819,0,0.040635087,0.81216836,4.648516,8.333644,0.17162646,0.042181686,8.864103,8.864103,1.0636528,8.915433,1,125.93075,18.44888,2,0.07532773,1.0120369,0.6306542,0.53009605,0.2655675,116,0.67379135,0.53009605,0.5285314,0.5079279,0.40822384,0.07196428,0.13575704,"B3"
"223","9",1,1,2,1,1,0.059176262,0.343976,91,0.21882245,0.059176262,0.04329891,0.04253501,0,0.05203829,0.8793778,4.818592,5.9425154,0.23196942,0.085437946,7.5803814,7.5803814,1.2756182,7.7326956,1,28.559,16.156588,2,0.10676974,1.0270349,0.65574205,0.6398736,0.27651602,99,0.7813349,0.6398736,0.62412715,0.68929297,0.50481886,0.064569905,0.1009104,"B3"
"224","0",1,1,1,1,1,0.10111563,0.54720575,54,0.31407624,0.10111563,0.07387232,0.08571788,0,0.0878056,0.8683682,3.4615574,4.5227013,0.3257619,0.06524187,5.1286736,5.1286736,1.1339847,5.2876315,1,160.14198,11.555548,2,0.16756046,1.0313668,0.7017602,0.6717747,0.45362243,64,0.86963254,0.6717747,0.7224075,0.42947406,0.4160101,0.15100391,0.22478357,"B3"
"225","0",1,1,1,1,1,0.02445395,0.2311415,25,0.1635845,0.02445395,0,0,0,0.038692757,1.5822703,1.4985477,4.622492,0.46455052,0.039361846,2.9895496,2.9895496,0.64673984,2.9527874,1,166.02777,6.366837,2,0.21348587,1.0027218,0.98160946,0.5473064,0.14788911,33,0.5903854,0.5473064,0.5537896,0.55329114,0.44249627,0.0369661,0.067541875,"B3"
